图书分类,图书名字,图书信息,图书评论数,图书内容
豆瓣图书标签: 中国文学,平凡的世界（全三部）,路遥 / 人民文学出版社 / 2005-1 / 64.00元,(98492人评价),《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广...
豆瓣图书标签: 中国文学,文学回忆录（全2册）,木心 口述、陈丹青 笔录 / 广西师范大学出版社 / 2013-1-10 / 98.00元,(17045人评价),"文学是可爱的。生活是好玩的。艺术是要有所牺牲的。
八十年代末，木心客居纽约时期，亦自他恢复写作、持续出书以来，纽约地面的大陆和台湾同行在异国谋饭之中，居然促..."
豆瓣图书标签: 中国文学,北鸢,葛亮 / 人民文学出版社 / 2016-10-1 / 45.00元,(4751人评价),《北鸢》起笔于民国商贾世家子弟卢文笙的成长，收束于上世纪中叶。将波诡云谲的民国动荡史寄予两个家族的命运沉浮，书写中国最为丰盛起伏的断代。人生一线，恰似风筝。...
豆瓣图书标签: 中国文学,送你一颗子弹,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,(87116人评价),这本书里记录的是作者2005—2009年左右(尤其是2006—2007年)生活里的点点滴滴。在这本书里，被“审视”的东西杂七杂八，有街上的疯老头，有同宿舍的...
豆瓣图书标签: 中国文学,白鹿原,陈忠实 / 人民文学出版社 / 1997年 / 28.00元,(41198人评价),这是一部渭河平原五十年变迁的雄奇史诗，一轴中国农村班斓多彩、触目惊心的长幅画卷。主人公六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代...
豆瓣图书标签: 中国文学,繁花,金宇澄 / 上海文艺出版社 / 2013-3-1 / CNY 48.00,(8776人评价),这是一部地域小说，人物的行走，可找到“有形”地图的对应。这也是一部记忆小说，六十年代的少年旧梦，辐射广泛，处处人间烟火的斑斓记忆，九十年代的声色犬马，是一场...
豆瓣图书标签: 中国文学,活着本来单纯,丰子恺 / 江苏凤凰文艺出版社 / 2016-10 / 45元,(832人评价),丰子恺散文漫画精品集（全新精装收藏本）。女儿丰一吟授权版本，全面收录《渐》《大账簿》《梦痕》《给孩子们》等55篇经典佳作，一本书阅尽丰子恺散文精华。漫画原版...
豆瓣图书标签: 中国文学,明朝那些事儿（1-9）,当年明月 / 中国海关出版社 / 2009-4 / 358.20元,(33923人评价),《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人...
豆瓣图书标签: 中国文学,我为你洒下月光,简媜 / 九州出版社 / 2017-6 / 48.00元,(178人评价),"★当代华语文坛散文大家简媜写作三十年纪念之作
★这样的书，一生只能写一本，为致敬，也是向过去的一场告别
★如果《水问》是青春之书，《女儿红》是女性之书，《红..."
豆瓣图书标签: 中国文学,时间的果,黎戈 / 北京联合出版公司 / 2017-3 / 39.80,(685人评价),《时间的果》是作家黎戈的最新随笔精选集。本书分为“叶舟”和“根岸”两个部分，“叶舟”收录了作者的文学艺术评论：帕蒂斯密斯的致青春、永井荷风的慢走慢爱、爱因斯...
豆瓣图书标签: 中国文学,爱你就像爱生命,王小波、李银河 / 上海锦绣文章出版社 / 2008-5 / 18.00元,(33390人评价),王小波书信均选自朝华出版社2004年4月第一版《爱你就像爱生命》，此书系王小波生前从未发表过的与李银河的“两地书”，也是迄今他们夫妇最完整和独立的一本书信集...
豆瓣图书标签: 中国文学,黄金时代,王小波 / 花城出版社 / 1999-3 / 19.00元,(56373人评价),《黄金时代》是《时代三部曲》之一。  这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...
豆瓣图书标签: 中国文学,台北人,白先勇 / 广西师范大学出版社 / 2010-10 / 38.00元,(12050人评价),作为20世纪中文小说100强的《台北人》，是一部深具复杂性的短篇小说集，由十四个一流的短篇小说构成，串联成一体，则效果遽然增加，不但小说之幅面变广，使我们看...
豆瓣图书标签: 中国文学,一只特立独行的猪,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(26574人评价),这本书里除了文化杂文，还有给其他书写的序言与跋语。这些序言与跋语也表明了我的一些态度。除此之外，还有一些轻松的随笔。不管什么书，我都不希望它太严肃，这一本也...
豆瓣图书标签: 中国文学,倾城之恋,张爱玲 / 花城出版社 / 1997-3-1 / 11.00,(86338人评价),一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上...
豆瓣图书标签: 中国文学,不畅销小说写作指南,大头马 / 浦睿文化•湖南文艺出版社 / 2017-7 / 42.00元,(96人评价),《不畅销小说写作指南》是大头马近年来的作品合集。故事精巧荒诞，讽刺和象征意味十足。全书以同名短篇小说《不畅销小说写作指南》为原点，虚构了一个写作班和一场奖金...
豆瓣图书标签: 中国文学,人间草木,汪曾祺 / 江苏文艺出版社 / 2005-01 / 20.00元,(4623人评价),"《人间草木》(汪曾祺著)是汪曾祺优秀的散文集。当代文坛上,能同时在小说和散文两块田地里经营,且自成一家的并不多,汪曾祺先生算是其中的一个。汪曾祺先生是公认的..."
﻿豆瓣图书标签: 经典,百年孤独,[哥伦比亚] 加西亚·马尔克斯 / 范晔 / 南海出版公司 / 2011-6 / 39.50元,(110611人评价),《百年孤独》是魔幻现实主义文学的代表作，描写了布恩迪亚家族七代人的传奇故事，以及加勒比海沿岸小镇马孔多的百年兴衰，反映了拉丁美洲一个世纪以来风云变幻的历史。...
豆瓣图书标签: 经典,巨人的陨落,[英] 肯·福莱特 / 于大卫 / 江苏凤凰文艺出版社 / 2016-5-1 / 129.80元,(22008人评价),在第一次世界大战的硝烟中，每一个迈向死亡的生命都在热烈地生长——威尔士的矿工少年、刚失恋的美国法律系大学生、穷困潦倒的俄国兄弟、富有英俊的英格兰伯爵，以及痴...
豆瓣图书标签: 经典,艺术的故事,[英] 贡布里希 (Sir E.H.Gombrich) / 范景中、杨成凯 / 广西美术出版社 / 2008-04 / 280.00,(6161人评价),《艺术的故事》概括地叙述了从最早的洞窟绘画到当今的实验艺术的发展历程，以阐明艺术史是“各种传统不断迂回、不断改变的历史，每一件作品在这历史中都既回顾过去又导...
豆瓣图书标签: 经典,世界的凛冬,[英] 肯·福莱特 / 陈杰 / 江苏凤凰文艺出版社 / 2017-3-1 / 132.00（全三册）,(7252人评价),"我亲眼目睹，每一个迈向死亡的生命都在热烈地生长。
全球读者平均3个通宵读完的超级小说《巨人的陨落》的续篇！
火遍全球的20世纪人类史诗“世纪三部曲”第二部。..."
豆瓣图书标签: 经典,杀死一只知更鸟,[美] 哈珀·李 / 高红梅 / 译林出版社 / 2012-9 / 32.00元,(11931人评价),成长总是个让人烦恼的命题。成长有时会很缓慢，如小溪般唱着叮咚的歌曲趟过，有时却如此突如其来，如暴雨般劈头盖脸……三个孩子因为小镇上的几桩冤案经历了猝不及防的...
豆瓣图书标签: 经典,红楼梦,[清] 曹雪芹 著、高鹗 续 / 人民文学出版社 / 1996-12 / 59.70元,(119392人评价),《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...
豆瓣图书标签: 经典,围城,钱锺书 / 人民文学出版社 / 1991-2 / 19.00,(186841人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
豆瓣图书标签: 经典,心理学与生活,[美] 理查德·格里格、菲利普·津巴多 / 王垒、王甦 等 / 人民邮电出版社 / 2003-10 / 88.00元,(11861人评价),《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大...
豆瓣图书标签: 经典,飘,[美国] 玛格丽特·米切尔 / 李美华 / 译林出版社 / 2000-9 / 40.00元,(76860人评价),小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环...
豆瓣图书标签: 经典,平凡的世界（全三部）,路遥 / 人民文学出版社 / 2005-1 / 64.00元,(98492人评价),《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广...
豆瓣图书标签: 经典,小王子,[法] 圣埃克苏佩里 / 马振聘 / 人民文学出版社 / 2003-8 / 22.00元,(222347人评价),小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行...
豆瓣图书标签: 经典,刀锋,[英]毛姆 / 周煦良 / 上海译文出版社 / 2007-3 / 18.00元,(25221人评价),"威廉·萨默塞特·毛姆（1874-1965），英国著名小说家、戏剧家。《刀锋》是他的主要作品之一。
小说写一个参加第一次世界大战的美国青年飞行员拉里·达雷尔。..."
豆瓣图书标签: 经典,冷暴力,[法] 玛丽-弗朗斯·伊里戈扬 / 顾淑馨 / 后浪丨江西人民出版社 / 2017-7 / 38.00元,(510人评价),"畅销法国20年的心理学经典
...................
※编辑推荐※
☆ 盘踞法国畅销榜50周，被译为24种语言；
☆ 首次全面探讨人际关系中的..."
豆瓣图书标签: 经典,认识电影,[美] 路易斯·贾内梯、[瑞典] 英格玛·伯格曼 [日] 黑泽明 等供图 / 焦雄屏 / 世界图书出版公司 / 2007-11 / 68.00元,(8954人评价),《认识电影》作为电影入门书中的经典之作，用深入浅出的笔触，告诉我们影视传播的手法，并逐项解析其复杂的语言系统与要素。问世几十年以来，此书始终是世界各地影视从...
豆瓣图书标签: 经典,恋情的终结,[英] 格雷厄姆·格林 / 柯平 / 江苏凤凰文艺出版社 / 2017-4 / 58.00元,(3203人评价),二战期间的英国伦敦，作家莫里斯爱上公务员亨利的妻子萨拉。一次意外事件导致萨拉不辞而别， 莫里斯在恨和嫉妒中度过了两年。两年后 ，他们再次相遇，当初那段感情中...
豆瓣图书标签: 经典,山海经全译,袁珂 译注 / 北京联合出版公司·后浪出版公司 / 2016-10 / 49.80元,(571人评价),"读懂《山海经》的权威实用版本
★ 神话学大师袁珂先生在《山海经校注》的基础上，精炼了过于繁琐的学术性注释，增加了全文的白话翻译，将博大深奥的《山海经》变得浅..."
豆瓣图书标签: 经典,中国历代政治得失,钱穆 / 生活·读书·新知三联书店 / 2001 / 12.00元,(22334人评价),《中国历代政治得失》为作者的专题演讲合集，分别就中国汉、唐、宋、明、清五代的政府组织、百官职权、考试监察、财经赋税、兵役义务等种种政治制度作了提要勾玄的概观...
豆瓣图书标签: 经典,永恒的边缘,[英] 肯·福莱特 / 陈杰 / 江苏凤凰文艺出版社 / 2017-5 / 168.00（全三册）,(2062人评价),"“世纪三部曲”终于迎来了一个完美结局。
《永恒的边缘》是《巨人的陨落》的大结局！火遍全球的20世纪人类史诗“世纪三部曲”的第三部。我亲眼目睹，每一个迈向死亡..."
豆瓣图书标签: 经典,國史大綱（上下）,錢穆 / 商務印書館 / 2013-8 / 76.00元,(9357人评价),這是一部中國通史，因用大學教科書體例寫成，不得不力求簡要，僅舉大納，刪其瑣節。內容於學術思想，政治制度，社會風氣，國際形勢，兼有顧及，惟但求其通為一體，明其...
豆瓣图书标签: 经典,经济学原理（上下）,[美] 曼昆 / 梁小民 / 机械工业出版社 / 2003-8 / 88.00元,(11020人评价),此《经济学原理》的第3版把较多篇幅用于应用与政策，较少篇幅用于正规的经济理论。书中主要从供给与需求、企业行为与消费者选择理论、长期经济增长与短期经济波动以及...
﻿豆瓣图书标签: 日本文学,解忧杂货店,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(222569人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
豆瓣图书标签: 日本文学,东京本屋,[日] 吉井忍 / 上海人民出版社 / 2016-8-1 / 69.00元,(1469人评价),"总有一盏书店的灯光，等待温暖人心。
日本人对书店有两种称呼，“书店（shoten）”和“本屋（honya）”。前者比较书面，后者则偏口语，带着一种亲切感，我..."
豆瓣图书标签: 日本文学,人间失格,太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009年9月 / 16.00元,(39247人评价),《人间失格》是日本著名小说家太宰治最具影响力的小说作品，同时也是糸色望（注：动漫《再见！绝望先生》的主角）老师日常生活必备的读物之一。另外在日本轻小说《文学...
